PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
288,0,3,1,22,0,0,78958,3
289,1,2,1,42,0,0,13,3
290,1,3,2,22,0,0,775,2
291,1,1,2,26,0,0,7885,3
292,1,1,2,19,1,0,910792,1
293,0,2,1,36,0,0,12875,1
294,0,3,2,24,0,0,885,3
295,0,3,1,24,0,0,78958,3
296,0,1,1,38,0,0,277208,1
297,0,3,1,235,0,0,72292,1
298,0,1,2,2,1,2,15155,3
299,1,1,1,38,0,0,305,3
300,1,1,2,50,0,1,2475208,1
301,1,3,2,38,0,0,775,2
302,1,3,1,38,2,0,2325,2
303,0,3,1,19,0,0,0,3
304,1,2,2,38,0,0,1235,2
305,0,3,1,38,0,0,805,3
306,1,1,1,92,1,2,15155,3
307,1,1,2,38,0,0,1108833,1
308,1,1,2,17,1,0,1089,1
309,0,2,1,30,1,0,24,1
310,1,1,2,30,0,0,569292,1
311,1,1,2,24,0,0,831583,1
312,1,1,2,18,2,2,262375,1
313,0,2,2,26,1,1,26,3
314,0,3,1,28,0,0,78958,3
315,0,2,1,43,1,1,2625,3
316,1,3,2,26,0,0,78542,3
317,1,2,2,24,1,0,26,3
318,0,2,1,54,0,0,14,3
319,1,1,2,31,0,2,1648667,3
320,1,1,2,40,1,1,1345,1
321,0,3,1,22,0,0,725,3
322,0,3,1,27,0,0,78958,3
323,1,2,2,30,0,0,1235,2
324,1,2,2,22,1,1,29,3
325,0,3,1,38,8,2,6955,3
326,1,1,2,36,0,0,1356333,1
327,0,3,1,61,0,0,62375,3
328,1,2,2,36,0,0,13,3
329,1,3,2,31,1,1,20525,3
330,1,1,2,16,0,1,579792,1
331,1,3,2,38,2,0,2325,2
332,0,1,1,455,0,0,285,3
333,0,1,1,38,0,1,1534625,3
334,0,3,1,16,2,0,18,3
335,1,1,2,38,1,0,13365,3
336,0,3,1,38,0,0,78958,3
337,0,1,1,29,1,0,666,3
338,1,1,2,41,0,0,1345,1
339,1,3,1,45,0,0,805,3
340,0,1,1,45,0,0,355,3
341,1,2,1,2,1,1,26,3
342,1,1,2,24,3,2,263,3
343,0,2,1,28,0,0,13,3
344,0,2,1,25,0,0,13,3
345,0,2,1,36,0,0,13,3
346,1,2,2,24,0,0,13,3
347,1,2,2,40,0,0,13,3
348,1,3,2,38,1,0,161,3
349,1,3,1,3,1,1,159,3
350,0,3,1,42,0,0,86625,3
351,0,3,1,23,0,0,9225,3
352,0,1,1,38,0,0,35,3
353,0,3,1,15,1,1,72292,1
354,0,3,1,25,1,0,178,3
355,0,3,1,38,0,0,7225,1
356,0,3,1,28,0,0,95,3
357,1,1,2,22,0,1,55,3
358,0,2,2,38,0,0,13,3
359,1,3,2,38,0,0,78792,2
360,1,3,2,38,0,0,78792,2
361,0,3,1,40,1,4,279,3
362,0,2,1,29,1,0,277208,1
363,0,3,2,45,0,1,144542,1
364,0,3,1,35,0,0,705,3
365,0,3,1,38,1,0,155,2
366,0,3,1,30,0,0,725,3
367,1,1,2,60,1,0,7525,1
368,1,3,2,38,0,0,72292,1
369,1,3,2,38,0,0,775,2
370,1,1,2,24,0,0,693,1
371,1,1,1,25,1,0,554417,1
372,0,3,1,18,1,0,64958,3
373,0,3,1,19,0,0,805,3
374,0,1,1,22,0,0,1356333,1
375,0,3,2,3,3,1,21075,3
376,1,1,2,38,1,0,821708,1
377,1,3,2,22,0,0,725,3
378,0,1,1,27,0,2,2115,1
379,0,3,1,20,0,0,40125,1
380,0,3,1,19,0,0,7775,3
381,1,1,2,42,0,0,227525,1
382,1,3,2,1,0,2,157417,1
383,0,3,1,32,0,0,7925,3
384,1,1,2,35,1,0,52,3
385,0,3,1,38,0,0,78958,3
386,0,2,1,18,0,0,735,3
387,0,3,1,1,5,2,469,3
388,1,2,2,36,0,0,13,3
389,0,3,1,38,0,0,77292,2
390,1,2,2,17,0,0,12,1
391,1,1,1,36,1,2,120,3
392,1,3,1,21,0,0,77958,3
393,0,3,1,28,2,0,7925,3
394,1,1,2,23,1,0,113275,1
395,1,3,2,24,0,2,167,3
396,0,3,1,22,0,0,77958,3
397,0,3,2,31,0,0,78542,3
398,0,2,1,46,0,0,26,3
399,0,2,1,23,0,0,105,3
400,1,2,2,28,0,0,1265,3
401,1,3,1,39,0,0,7925,3
402,0,3,1,26,0,0,805,3
403,0,3,2,21,1,0,9825,3
404,0,3,1,28,1,0,1585,3
405,0,3,2,20,0,0,86625,3
406,0,2,1,34,1,0,21,3
407,0,3,1,51,0,0,775,3
408,1,2,1,3,1,1,1875,3
409,0,3,1,21,0,0,7775,3
410,0,3,2,38,3,1,254667,3
411,0,3,1,38,0,0,78958,3
412,0,3,1,38,0,0,68583,2
413,1,1,2,33,1,0,90,2
414,0,2,1,38,0,0,0,3
415,1,3,1,44,0,0,7925,3
416,0,3,2,38,0,0,805,3
417,1,2,2,34,1,1,325,3
418,1,2,2,18,0,2,13,3
419,0,2,1,30,0,0,13,3
420,0,3,2,10,0,2,2415,3
421,0,3,1,38,0,0,78958,1
422,0,3,1,21,0,0,77333,2
423,0,3,1,29,0,0,7875,3
424,0,3,2,28,1,1,144,3
425,0,3,1,18,1,1,202125,3
426,0,3,1,38,0,0,725,3
427,1,2,2,28,1,0,26,3
428,1,2,2,19,0,0,26,3
429,0,3,1,38,0,0,775,2
430,1,3,1,32,0,0,805,3
431,1,1,1,28,0,0,2655,3
432,1,3,2,38,1,0,161,3
433,1,2,2,42,1,0,26,3
434,0,3,1,17,0,0,7125,3
435,0,1,1,50,1,0,559,3
436,1,1,2,14,1,2,120,3
437,0,3,2,21,2,2,34375,3
438,1,2,2,24,2,3,1875,3
439,0,1,1,64,1,4,263,3
440,0,2,1,31,0,0,105,3
441,1,2,2,45,1,1,2625,3
442,0,3,1,20,0,0,95,3
443,0,3,1,25,1,0,7775,3
444,1,2,2,28,0,0,13,3
445,1,3,1,38,0,0,81125,3
446,1,1,1,4,0,2,818583,3
447,1,2,2,13,0,1,195,3
448,1,1,1,34,0,0,2655,3
449,1,3,2,5,2,1,192583,1
450,1,1,1,52,0,0,305,3
451,0,2,1,36,1,2,2775,3
452,0,3,1,38,1,0,199667,3
453,0,1,1,30,0,0,2775,1
454,1,1,1,49,1,0,891042,1
455,0,3,1,38,0,0,805,3
456,1,3,1,29,0,0,78958,1
457,0,1,1,65,0,0,2655,3
458,1,1,2,38,1,0,518625,3
459,1,2,2,50,0,0,105,3
460,0,3,1,38,0,0,775,2
461,1,1,1,48,0,0,2655,3
462,0,3,1,34,0,0,805,3
463,0,1,1,47,0,0,385,3
464,0,2,1,48,0,0,13,3
465,0,3,1,38,0,0,805,3
466,0,3,1,38,0,0,705,3
467,0,2,1,38,0,0,0,3
468,0,1,1,56,0,0,2655,3
469,0,3,1,38,0,0,7725,2
470,1,3,2,75,2,1,192583,1
471,0,3,1,38,0,0,725,3
472,0,3,1,38,0,0,86625,3
473,1,2,2,33,1,2,2775,3
474,1,2,2,23,0,0,137917,1
475,0,3,2,22,0,0,98375,3
476,0,1,1,38,0,0,52,3
477,0,2,1,34,1,0,21,3
478,0,3,1,29,1,0,70458,3
479,0,3,1,22,0,0,75208,3
480,1,3,2,2,0,1,122875,3
481,0,3,1,9,5,2,469,3
482,0,2,1,38,0,0,0,3
483,0,3,1,50,0,0,805,3
484,1,3,2,63,0,0,95875,3
485,1,1,1,25,1,0,910792,1
486,0,3,2,38,3,1,254667,3
487,1,1,2,35,1,0,90,3
488,0,1,1,58,0,0,297,1
489,0,3,1,30,0,0,805,3
490,1,3,1,9,1,1,159,3
491,0,3,1,38,1,0,199667,3
492,0,3,1,21,0,0,725,3
493,0,1,1,55,0,0,305,3
494,0,1,1,71,0,0,495042,1
495,0,3,1,21,0,0,805,3
496,0,3,1,38,0,0,144583,1
497,1,1,2,54,1,0,782667,1
498,0,3,1,38,0,0,151,3
499,0,1,2,25,1,2,15155,3
500,0,3,1,24,0,0,77958,3
501,0,3,1,17,0,0,86625,3
502,0,3,2,21,0,0,775,2
503,0,3,2,38,0,0,76292,2
504,0,3,2,37,0,0,95875,3
505,1,1,2,16,0,0,865,3
506,0,1,1,18,1,0,1089,1
507,1,2,2,33,0,2,26,3
508,1,1,1,38,0,0,2655,3
509,0,3,1,28,0,0,22525,3
510,1,3,1,26,0,0,564958,3
511,1,3,1,29,0,0,775,2
512,0,3,1,38,0,0,805,3
513,1,1,1,36,0,0,262875,3
514,1,1,2,54,1,0,594,1
515,0,3,1,24,0,0,74958,3
516,0,1,1,47,0,0,340208,3
517,1,2,2,34,0,0,105,3
518,0,3,1,38,0,0,2415,2
519,1,2,2,36,1,0,26,3
520,0,3,1,32,0,0,78958,3
521,1,1,2,30,0,0,935,3
522,0,3,1,22,0,0,78958,3
523,0,3,1,38,0,0,7225,1
524,1,1,2,44,0,1,579792,1
525,0,3,1,38,0,0,72292,1
526,0,3,1,405,0,0,775,2
527,1,2,2,50,0,0,105,3
528,0,1,1,38,0,0,2217792,3
529,0,3,1,39,0,0,7925,3
530,0,2,1,23,2,1,115,3
531,1,2,2,2,1,1,26,3
532,0,3,1,38,0,0,72292,1
533,0,3,1,17,1,1,72292,1
534,1,3,2,38,0,2,223583,1
535,0,3,2,30,0,0,86625,3
536,1,2,2,7,0,2,2625,3
537,0,1,1,45,0,0,2655,3
538,1,1,2,30,0,0,106425,1
539,0,3,1,38,0,0,145,3
540,1,1,2,22,0,2,495,1
541,1,1,2,36,0,2,71,3
542,0,3,2,9,4,2,31275,3
543,0,3,2,11,4,2,31275,3
544,1,2,1,32,1,0,26,3
545,0,1,1,50,1,0,106425,1
546,0,1,1,64,0,0,26,3
547,1,2,2,19,1,0,26,3
548,1,2,1,38,0,0,138625,1
549,0,3,1,33,1,1,20525,3
550,1,2,1,8,1,1,3675,3
551,1,1,1,17,0,2,1108833,1
552,0,2,1,27,0,0,26,3
553,0,3,1,38,0,0,78292,2
554,1,3,1,22,0,0,7225,1
555,1,3,2,22,0,0,7775,3
556,0,1,1,62,0,0,2655,3
557,1,1,2,48,1,0,396,1
558,0,1,1,38,0,0,227525,1
559,1,1,2,39,1,1,7965,3
560,1,3,2,36,1,0,174,3
561,0,3,1,38,0,0,775,2
562,0,3,1,40,0,0,78958,3
563,0,2,1,28,0,0,135,3
564,0,3,1,38,0,0,805,3
565,0,3,2,38,0,0,805,3
566,0,3,1,24,2,0,2415,3
567,0,3,1,19,0,0,78958,3
568,0,3,2,29,0,4,21075,3
569,0,3,1,38,0,0,72292,1
570,1,3,1,32,0,0,78542,3
571,1,2,1,62,0,0,105,3
572,1,1,2,53,2,0,514792,3
573,1,1,1,36,0,0,263875,3
574,1,3,2,38,0,0,775,2
575,0,3,1,16,0,0,805,3
576,0,3,1,19,0,0,145,3
577,1,2,2,34,0,0,13,3
578,1,1,2,39,1,0,559,3
579,0,3,2,38,1,0,144583,1
580,1,3,1,32,0,0,7925,3
581,1,2,2,25,1,1,30,3
582,1,1,2,39,1,1,1108833,1
583,0,2,1,54,0,0,26,3
584,0,1,1,36,0,0,40125,1
585,0,3,1,38,0,0,87125,1
586,1,1,2,18,0,2,7965,3
587,0,2,1,47,0,0,15,3
588,1,1,1,60,1,1,792,1
589,0,3,1,22,0,0,805,3
590,0,3,1,38,0,0,805,3
591,0,3,1,35,0,0,7125,3
592,1,1,2,52,1,0,782667,1
593,0,3,1,47,0,0,725,3
594,0,3,2,38,0,2,775,2
595,0,2,1,37,1,0,26,3
596,0,3,1,36,1,1,2415,3
597,1,2,2,38,0,0,33,3
598,0,3,1,49,0,0,0,3
599,0,3,1,38,0,0,7225,1
600,1,1,1,49,1,0,569292,1
601,1,2,2,24,2,1,27,3
602,0,3,1,38,0,0,78958,3
603,0,1,1,38,0,0,424,3
604,0,3,1,44,0,0,805,3
605,1,1,1,35,0,0,2655,1
606,0,3,1,36,1,0,1555,3
607,0,3,1,30,0,0,78958,3
608,1,1,1,27,0,0,305,3
609,1,2,2,22,1,2,415792,1
610,1,1,2,40,0,0,1534625,3
611,0,3,2,39,1,5,31275,3
612,0,3,1,38,0,0,705,3
613,1,3,2,38,1,0,155,2
614,0,3,1,38,0,0,775,2
615,0,3,1,35,0,0,805,3
616,1,2,2,24,1,2,65,3
617,0,3,1,34,1,1,144,3
618,0,3,2,26,1,0,161,3
619,1,2,2,4,2,1,39,3
620,0,2,1,26,0,0,105,3
621,0,3,1,27,1,0,144542,1
622,1,1,1,42,1,0,525542,3
623,1,3,1,20,1,1,157417,1
624,0,3,1,21,0,0,78542,3
625,0,3,1,21,0,0,161,3
626,0,1,1,61,0,0,323208,3
627,0,2,1,57,0,0,1235,2
628,1,1,2,21,0,0,779583,3
629,0,3,1,26,0,0,78958,3
630,0,3,1,38,0,0,77333,2
631,1,1,1,80,0,0,30,3
632,0,3,1,51,0,0,70542,3
633,1,1,1,32,0,0,305,1
634,0,1,1,38,0,0,0,3
635,0,3,2,9,3,2,279,3
636,1,2,2,28,0,0,13,3
637,0,3,1,32,0,0,7925,3
638,0,2,1,31,1,1,2625,3
639,0,3,2,41,0,5,396875,3
640,0,3,1,38,1,0,161,3
641,0,3,1,20,0,0,78542,3
642,1,1,2,24,0,0,693,1
643,0,3,2,2,3,2,279,3
644,1,3,1,38,0,0,564958,3
645,1,3,2,75,2,1,192583,1
646,1,1,1,48,1,0,767292,1
647,0,3,1,19,0,0,78958,3
648,1,1,1,56,0,0,355,1
649,0,3,1,38,0,0,755,3
650,1,3,2,23,0,0,755,3
651,0,3,1,38,0,0,78958,3
652,1,2,2,18,0,1,23,3
653,0,3,1,21,0,0,84333,3
654,1,3,2,38,0,0,78292,2
655,0,3,2,18,0,0,675,2
656,0,2,1,24,2,0,735,3
657,0,3,1,38,0,0,78958,3
658,0,3,2,32,1,1,155,2
659,0,2,1,23,0,0,13,3
660,0,1,1,58,0,2,113275,1
661,1,1,1,50,2,0,13365,3
662,0,3,1,40,0,0,7225,1
663,0,1,1,47,0,0,255875,3
664,0,3,1,36,0,0,74958,3
665,1,3,1,20,1,0,7925,3
666,0,2,1,32,2,0,735,3
667,0,2,1,25,0,0,13,3
668,0,3,1,38,0,0,7775,3
669,0,3,1,43,0,0,805,3
670,1,1,2,38,1,0,52,3
671,1,2,2,40,1,1,39,3
672,0,1,1,31,1,0,52,3
673,0,2,1,70,0,0,105,3
674,1,2,1,31,0,0,13,3
675,0,2,1,38,0,0,0,3
676,0,3,1,18,0,0,7775,3
677,0,3,1,245,0,0,805,3
678,1,3,2,18,0,0,98417,3
679,0,3,2,43,1,6,469,3
680,1,1,1,36,0,1,5123292,1
681,0,3,2,38,0,0,81375,2
682,1,1,1,27,0,0,767292,1
683,0,3,1,20,0,0,9225,3
684,0,3,1,14,5,2,469,3
685,0,2,1,60,1,1,39,3
686,0,2,1,25,1,2,415792,1
687,0,3,1,14,4,1,396875,3
688,0,3,1,19,0,0,101708,3
689,0,3,1,18,0,0,77958,3
690,1,1,2,15,0,1,2113375,3
691,1,1,1,31,1,0,57,3
692,1,3,2,4,0,1,134167,1
693,1,3,1,38,0,0,564958,3
694,0,3,1,25,0,0,7225,1
695,0,1,1,60,0,0,2655,3
696,0,2,1,52,0,0,135,3
697,0,3,1,44,0,0,805,3
698,1,3,2,38,0,0,77333,2
699,0,1,1,49,1,1,1108833,1
700,0,3,1,42,0,0,765,3
701,1,1,2,18,1,0,227525,1
702,1,1,1,35,0,0,262875,3
703,0,3,2,18,0,1,144542,1
704,0,3,1,25,0,0,77417,2
705,0,3,1,26,1,0,78542,3
706,0,2,1,39,0,0,26,3
707,1,2,2,45,0,0,135,3
708,1,1,1,42,0,0,262875,3
709,1,1,2,22,0,0,15155,3
710,1,3,1,38,1,1,152458,1
711,1,1,2,24,0,0,495042,1
712,0,1,1,38,0,0,2655,3
713,1,1,1,48,1,0,52,3
714,0,3,1,29,0,0,94833,3
715,0,2,1,52,0,0,13,3
716,0,3,1,19,0,0,765,3
717,1,1,2,38,0,0,227525,1
718,1,2,2,27,0,0,105,3
719,0,3,1,38,0,0,155,2
720,0,3,1,33,0,0,7775,3
721,1,2,2,6,0,1,33,3
722,0,3,1,17,1,0,70542,3
723,0,2,1,34,0,0,13,3
724,0,2,1,50,0,0,13,3
725,1,1,1,27,1,0,531,3
726,0,3,1,20,0,0,86625,3
727,1,2,2,30,3,0,21,3
728,1,3,2,38,0,0,77375,2
729,0,2,1,25,1,0,26,3
730,0,3,2,25,1,0,7925,3
731,1,1,2,29,0,0,2113375,3
732,0,3,1,11,0,0,187875,1
733,0,2,1,38,0,0,0,3
734,0,2,1,23,0,0,13,3
735,0,2,1,23,0,0,13,3
736,0,3,1,285,0,0,161,3
737,0,3,2,48,1,3,34375,3
738,1,1,1,35,0,0,5123292,1
739,0,3,1,38,0,0,78958,3
740,0,3,1,38,0,0,78958,3
741,1,1,1,38,0,0,30,3
742,0,1,1,36,1,0,7885,3
743,1,1,2,21,2,2,262375,1
744,0,3,1,24,1,0,161,3
745,1,3,1,31,0,0,7925,3
746,0,1,1,70,1,1,71,3
747,0,3,1,16,1,1,2025,3
748,1,2,2,30,0,0,13,3
749,0,1,1,19,1,0,531,3
