PassengerId;Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Embarked
306;1;1;1;92;1;2;15155;S
307;1;1;2;;0;0;1108833;C
308;1;1;2;17;1;0;1089;C
309;0;2;1;30;1;0;24;C
310;1;1;2;30;0;0;569292;C
311;1;1;2;24;0;0;831583;C
312;1;1;2;18;2;2;262375;C
313;0;2;2;26;1;1;26;S
314;0;3;1;28;0;0;78958;S
315;0;2;1;43;1;1;2625;S
316;1;3;2;26;0;0;78542;S
317;1;2;2;24;1;0;26;S
318;0;2;1;54;0;0;14;S
319;1;1;2;31;0;2;1648667;S
320;1;1;2;40;1;1;1345;C
321;0;3;1;22;0;0;725;S
322;0;3;1;27;0;0;78958;S
323;1;2;2;30;0;0;1235;Q
324;1;2;2;22;1;1;29;S
325;0;3;1;;8;2;6955;S
326;1;1;2;36;0;0;1356333;C
327;0;3;1;61;0;0;62375;S
328;1;2;2;36;0;0;13;S
329;1;3;2;31;1;1;20525;S
330;1;1;2;16;0;1;579792;C
331;1;3;2;;2;0;2325;Q
332;0;1;1;455;0;0;285;S
333;0;1;1;38;0;1;1534625;S
334;0;3;1;16;2;0;18;S
335;1;1;2;;1;0;13365;S
336;0;3;1;;0;0;78958;S
337;0;1;1;29;1;0;666;S
338;1;1;2;41;0;0;1345;C
339;1;3;1;45;0;0;805;S
340;0;1;1;45;0;0;355;S
341;1;2;1;2;1;1;26;S
342;1;1;2;24;3;2;263;S
343;0;2;1;28;0;0;13;S
344;0;2;1;25;0;0;13;S
345;0;2;1;36;0;0;13;S
346;1;2;2;24;0;0;13;S
347;1;2;2;40;0;0;13;S
348;1;3;2;;1;0;161;S
349;1;3;1;3;1;1;159;S
350;0;3;1;42;0;0;86625;S
351;0;3;1;23;0;0;9225;S
352;0;1;1;;0;0;35;S
353;0;3;1;15;1;1;72292;C
354;0;3;1;25;1;0;178;S
355;0;3;1;;0;0;7225;C
356;0;3;1;28;0;0;95;S
357;1;1;2;22;0;1;55;S
358;0;2;2;38;0;0;13;S
359;1;3;2;;0;0;78792;Q
360;1;3;2;;0;0;78792;Q
361;0;3;1;40;1;4;279;S
362;0;2;1;29;1;0;277208;C
363;0;3;2;45;0;1;144542;C
364;0;3;1;35;0;0;705;S
365;0;3;1;;1;0;155;Q
366;0;3;1;30;0;0;725;S
367;1;1;2;60;1;0;7525;C
368;1;3;2;;0;0;72292;C
369;1;3;2;;0;0;775;Q
370;1;1;2;24;0;0;693;C
371;1;1;1;25;1;0;554417;C
372;0;3;1;18;1;0;64958;S
373;0;3;1;19;0;0;805;S
374;0;1;1;22;0;0;1356333;C
375;0;3;2;3;3;1;21075;S
376;1;1;2;;1;0;821708;C
377;1;3;2;22;0;0;725;S
378;0;1;1;27;0;2;2115;C
379;0;3;1;20;0;0;40125;C
380;0;3;1;19;0;0;7775;S
381;1;1;2;42;0;0;227525;C
382;1;3;2;1;0;2;157417;C
383;0;3;1;32;0;0;7925;S
384;1;1;2;35;1;0;52;S
385;0;3;1;;0;0;78958;S
386;0;2;1;18;0;0;735;S
387;0;3;1;1;5;2;469;S
388;1;2;2;36;0;0;13;S
389;0;3;1;;0;0;77292;Q
390;1;2;2;17;0;0;12;C
391;1;1;1;36;1;2;120;S
392;1;3;1;21;0;0;77958;S
393;0;3;1;28;2;0;7925;S
394;1;1;2;23;1;0;113275;C
395;1;3;2;24;0;2;167;S
396;0;3;1;22;0;0;77958;S
397;0;3;2;31;0;0;78542;S
398;0;2;1;46;0;0;26;S
399;0;2;1;23;0;0;105;S
400;1;2;2;28;0;0;1265;S
401;1;3;1;39;0;0;7925;S
402;0;3;1;26;0;0;805;S
403;0;3;2;21;1;0;9825;S
404;0;3;1;28;1;0;1585;S
405;0;3;2;20;0;0;86625;S
406;0;2;1;34;1;0;21;S
407;0;3;1;51;0;0;775;S
408;1;2;1;3;1;1;1875;S
409;0;3;1;21;0;0;7775;S
410;0;3;2;;3;1;254667;S
411;0;3;1;;0;0;78958;S
412;0;3;1;;0;0;68583;Q
413;1;1;2;33;1;0;90;Q
414;0;2;1;;0;0;0;S
415;1;3;1;44;0;0;7925;S
416;0;3;2;;0;0;805;S
417;1;2;2;34;1;1;325;S
418;1;2;2;18;0;2;13;S
419;0;2;1;30;0;0;13;S
420;0;3;2;10;0;2;2415;S
421;0;3;1;;0;0;78958;C
422;0;3;1;21;0;0;77333;Q
423;0;3;1;29;0;0;7875;S
424;0;3;2;28;1;1;144;S
425;0;3;1;18;1;1;202125;S
426;0;3;1;;0;0;725;S
427;1;2;2;28;1;0;26;S
428;1;2;2;19;0;0;26;S
429;0;3;1;;0;0;775;Q
430;1;3;1;32;0;0;805;S
431;1;1;1;28;0;0;2655;S
432;1;3;2;;1;0;161;S
433;1;2;2;42;1;0;26;S
434;0;3;1;17;0;0;7125;S
435;0;1;1;50;1;0;559;S
436;1;1;2;14;1;2;120;S
437;0;3;2;21;2;2;34375;S
438;1;2;2;24;2;3;1875;S
439;0;1;1;64;1;4;263;S
440;0;2;1;31;0;0;105;S
441;1;2;2;45;1;1;2625;S
442;0;3;1;20;0;0;95;S
443;0;3;1;25;1;0;7775;S
444;1;2;2;28;0;0;13;S
445;1;3;1;;0;0;81125;S
446;1;1;1;4;0;2;818583;S
447;1;2;2;13;0;1;195;S
448;1;1;1;34;0;0;2655;S
449;1;3;2;5;2;1;192583;C
450;1;1;1;52;0;0;305;S
451;0;2;1;36;1;2;2775;S
452;0;3;1;;1;0;199667;S
453;0;1;1;30;0;0;2775;C
454;1;1;1;49;1;0;891042;C
455;0;3;1;;0;0;805;S
456;1;3;1;29;0;0;78958;C
457;0;1;1;65;0;0;2655;S
458;1;1;2;;1;0;518625;S
459;1;2;2;50;0;0;105;S
460;0;3;1;;0;0;775;Q
461;1;1;1;48;0;0;2655;S
462;0;3;1;34;0;0;805;S
463;0;1;1;47;0;0;385;S
464;0;2;1;48;0;0;13;S
465;0;3;1;;0;0;805;S
466;0;3;1;38;0;0;705;S
467;0;2;1;;0;0;0;S
468;0;1;1;56;0;0;2655;S
469;0;3;1;;0;0;7725;Q
470;1;3;2;75;2;1;192583;C
471;0;3;1;;0;0;725;S
472;0;3;1;38;0;0;86625;S
473;1;2;2;33;1;2;2775;S
474;1;2;2;23;0;0;137917;C
475;0;3;2;22;0;0;98375;S
476;0;1;1;;0;0;52;S
477;0;2;1;34;1;0;21;S
478;0;3;1;29;1;0;70458;S
479;0;3;1;22;0;0;75208;S
480;1;3;2;2;0;1;122875;S
481;0;3;1;9;5;2;469;S
482;0;2;1;;0;0;0;S
483;0;3;1;50;0;0;805;S
484;1;3;2;63;0;0;95875;S
485;1;1;1;25;1;0;910792;C
486;0;3;2;;3;1;254667;S
487;1;1;2;35;1;0;90;S
488;0;1;1;58;0;0;297;C
489;0;3;1;30;0;0;805;S
490;1;3;1;9;1;1;159;S
491;0;3;1;;1;0;199667;S
492;0;3;1;21;0;0;725;S
493;0;1;1;55;0;0;305;S
494;0;1;1;71;0;0;495042;C
495;0;3;1;21;0;0;805;S
496;0;3;1;;0;0;144583;C
497;1;1;2;54;1;0;782667;C
498;0;3;1;;0;0;151;S
499;0;1;2;25;1;2;15155;S
500;0;3;1;24;0;0;77958;S
501;0;3;1;17;0;0;86625;S
502;0;3;2;21;0;0;775;Q
503;0;3;2;;0;0;76292;Q
504;0;3;2;37;0;0;95875;S
505;1;1;2;16;0;0;865;S
506;0;1;1;18;1;0;1089;C
507;1;2;2;33;0;2;26;S
508;1;1;1;;0;0;2655;S
509;0;3;1;28;0;0;22525;S
510;1;3;1;26;0;0;564958;S
511;1;3;1;29;0;0;775;Q
512;0;3;1;;0;0;805;S
513;1;1;1;36;0;0;262875;S
514;1;1;2;54;1;0;594;C
515;0;3;1;24;0;0;74958;S
516;0;1;1;47;0;0;340208;S
517;1;2;2;34;0;0;105;S
518;0;3;1;;0;0;2415;Q
519;1;2;2;36;1;0;26;S
520;0;3;1;32;0;0;78958;S
521;1;1;2;30;0;0;935;S
522;0;3;1;22;0;0;78958;S
523;0;3;1;;0;0;7225;C
524;1;1;2;44;0;1;579792;C
525;0;3;1;;0;0;72292;C
526;0;3;1;405;0;0;775;Q
527;1;2;2;50;0;0;105;S
528;0;1;1;;0;0;2217792;S
529;0;3;1;39;0;0;7925;S
530;0;2;1;23;2;1;115;S
531;1;2;2;2;1;1;26;S
532;0;3;1;;0;0;72292;C
533;0;3;1;17;1;1;72292;C
534;1;3;2;;0;2;223583;C
535;0;3;2;30;0;0;86625;S
536;1;2;2;7;0;2;2625;S
537;0;1;1;45;0;0;2655;S
538;1;1;2;30;0;0;106425;C
539;0;3;1;;0;0;145;S
540;1;1;2;22;0;2;495;C
541;1;1;2;36;0;2;71;S
542;0;3;2;9;4;2;31275;S
543;0;3;2;11;4;2;31275;S
544;1;2;1;32;1;0;26;S
545;0;1;1;50;1;0;106425;C
546;0;1;1;64;0;0;26;S
547;1;2;2;19;1;0;26;S
548;1;2;1;;0;0;138625;C
549;0;3;1;33;1;1;20525;S
550;1;2;1;8;1;1;3675;S
551;1;1;1;17;0;2;1108833;C
552;0;2;1;27;0;0;26;S
553;0;3;1;;0;0;78292;Q
554;1;3;1;22;0;0;7225;C
555;1;3;2;22;0;0;7775;S
556;0;1;1;62;0;0;2655;S
557;1;1;2;48;1;0;396;C
558;0;1;1;;0;0;227525;C
559;1;1;2;39;1;1;7965;S
560;1;3;2;36;1;0;174;S
561;0;3;1;;0;0;775;Q
562;0;3;1;40;0;0;78958;S
563;0;2;1;28;0;0;135;S
564;0;3;1;;0;0;805;S
565;0;3;2;;0;0;805;S
566;0;3;1;24;2;0;2415;S
567;0;3;1;19;0;0;78958;S
568;0;3;2;29;0;4;21075;S
569;0;3;1;;0;0;72292;C
570;1;3;1;32;0;0;78542;S
571;1;2;1;62;0;0;105;S
572;1;1;2;53;2;0;514792;S
573;1;1;1;36;0;0;263875;S
574;1;3;2;;0;0;775;Q
575;0;3;1;16;0;0;805;S
576;0;3;1;19;0;0;145;S
577;1;2;2;34;0;0;13;S
578;1;1;2;39;1;0;559;S
579;0;3;2;;1;0;144583;C
580;1;3;1;32;0;0;7925;S
581;1;2;2;25;1;1;30;S
582;1;1;2;39;1;1;1108833;C
583;0;2;1;54;0;0;26;S
584;0;1;1;36;0;0;40125;C
585;0;3;1;;0;0;87125;C
586;1;1;2;18;0;2;7965;S
587;0;2;1;47;0;0;15;S
588;1;1;1;60;1;1;792;C
589;0;3;1;22;0;0;805;S
590;0;3;1;;0;0;805;S
591;0;3;1;35;0;0;7125;S
592;1;1;2;52;1;0;782667;C
593;0;3;1;47;0;0;725;S
594;0;3;2;;0;2;775;Q
595;0;2;1;37;1;0;26;S
596;0;3;1;36;1;1;2415;S
597;1;2;2;;0;0;33;S
598;0;3;1;49;0;0;0;S
599;0;3;1;;0;0;7225;C
600;1;1;1;49;1;0;569292;C
601;1;2;2;24;2;1;27;S
602;0;3;1;;0;0;78958;S
603;0;1;1;;0;0;424;S
604;0;3;1;44;0;0;805;S
605;1;1;1;35;0;0;2655;C
606;0;3;1;36;1;0;1555;S
607;0;3;1;30;0;0;78958;S
608;1;1;1;27;0;0;305;S
609;1;2;2;22;1;2;415792;C
610;1;1;2;40;0;0;1534625;S
611;0;3;2;39;1;5;31275;S
612;0;3;1;;0;0;705;S
613;1;3;2;;1;0;155;Q
614;0;3;1;;0;0;775;Q
615;0;3;1;35;0;0;805;S
616;1;2;2;24;1;2;65;S
617;0;3;1;34;1;1;144;S
618;0;3;2;26;1;0;161;S
619;1;2;2;4;2;1;39;S
620;0;2;1;26;0;0;105;S
621;0;3;1;27;1;0;144542;C
622;1;1;1;42;1;0;525542;S
623;1;3;1;20;1;1;157417;C
624;0;3;1;21;0;0;78542;S
625;0;3;1;21;0;0;161;S
626;0;1;1;61;0;0;323208;S
627;0;2;1;57;0;0;1235;Q
628;1;1;2;21;0;0;779583;S
629;0;3;1;26;0;0;78958;S
630;0;3;1;;0;0;77333;Q
631;1;1;1;80;0;0;30;S
632;0;3;1;51;0;0;70542;S
633;1;1;1;32;0;0;305;C
634;0;1;1;;0;0;0;S
635;0;3;2;9;3;2;279;S
636;1;2;2;28;0;0;13;S
637;0;3;1;32;0;0;7925;S
638;0;2;1;31;1;1;2625;S
639;0;3;2;41;0;5;396875;S
640;0;3;1;;1;0;161;S
641;0;3;1;20;0;0;78542;S
642;1;1;2;24;0;0;693;C
643;0;3;2;2;3;2;279;S
644;1;3;1;;0;0;564958;S
645;1;3;2;75;2;1;192583;C
646;1;1;1;48;1;0;767292;C
647;0;3;1;19;0;0;78958;S
648;1;1;1;56;0;0;355;C
649;0;3;1;;0;0;755;S
650;1;3;2;23;0;0;755;S
651;0;3;1;;0;0;78958;S
652;1;2;2;18;0;1;23;S
653;0;3;1;21;0;0;84333;S
654;1;3;2;;0;0;78292;Q
655;0;3;2;18;0;0;675;Q
656;0;2;1;24;2;0;735;S
657;0;3;1;;0;0;78958;S
658;0;3;2;32;1;1;155;Q
659;0;2;1;23;0;0;13;S
660;0;1;1;58;0;2;113275;C
661;1;1;1;50;2;0;13365;S
662;0;3;1;40;0;0;7225;C
663;0;1;1;47;0;0;255875;S
664;0;3;1;36;0;0;74958;S
665;1;3;1;20;1;0;7925;S
666;0;2;1;32;2;0;735;S
667;0;2;1;25;0;0;13;S
668;0;3;1;;0;0;7775;S
669;0;3;1;43;0;0;805;S
670;1;1;2;;1;0;52;S
671;1;2;2;40;1;1;39;S
672;0;1;1;31;1;0;52;S
673;0;2;1;70;0;0;105;S
674;1;2;1;31;0;0;13;S
675;0;2;1;;0;0;0;S
676;0;3;1;18;0;0;7775;S
677;0;3;1;245;0;0;805;S
678;1;3;2;18;0;0;98417;S
679;0;3;2;43;1;6;469;S
680;1;1;1;36;0;1;5123292;C
681;0;3;2;;0;0;81375;Q
682;1;1;1;27;0;0;767292;C
683;0;3;1;20;0;0;9225;S
684;0;3;1;14;5;2;469;S
685;0;2;1;60;1;1;39;S
686;0;2;1;25;1;2;415792;C
687;0;3;1;14;4;1;396875;S
688;0;3;1;19;0;0;101708;S
689;0;3;1;18;0;0;77958;S
690;1;1;2;15;0;1;2113375;S
691;1;1;1;31;1;0;57;S
692;1;3;2;4;0;1;134167;C
693;1;3;1;;0;0;564958;S
694;0;3;1;25;0;0;7225;C
695;0;1;1;60;0;0;2655;S
696;0;2;1;52;0;0;135;S
697;0;3;1;44;0;0;805;S
698;1;3;2;;0;0;77333;Q
699;0;1;1;49;1;1;1108833;C
700;0;3;1;42;0;0;765;S
701;1;1;2;18;1;0;227525;C
702;1;1;1;35;0;0;262875;S
703;0;3;2;18;0;1;144542;C
704;0;3;1;25;0;0;77417;Q
705;0;3;1;26;1;0;78542;S
706;0;2;1;39;0;0;26;S
707;1;2;2;45;0;0;135;S
708;1;1;1;42;0;0;262875;S
709;1;1;2;22;0;0;15155;S
710;1;3;1;;1;1;152458;C
711;1;1;2;24;0;0;495042;C
712;0;1;1;;0;0;2655;S
713;1;1;1;48;1;0;52;S
714;0;3;1;29;0;0;94833;S
715;0;2;1;52;0;0;13;S
716;0;3;1;19;0;0;765;S
717;1;1;2;38;0;0;227525;C
718;1;2;2;27;0;0;105;S
719;0;3;1;;0;0;155;Q
720;0;3;1;33;0;0;7775;S
721;1;2;2;6;0;1;33;S
722;0;3;1;17;1;0;70542;S
723;0;2;1;34;0;0;13;S
724;0;2;1;50;0;0;13;S
725;1;1;1;27;1;0;531;S
726;0;3;1;20;0;0;86625;S
727;1;2;2;30;3;0;21;S
728;1;3;2;;0;0;77375;Q
729;0;2;1;25;1;0;26;S
730;0;3;2;25;1;0;7925;S
731;1;1;2;29;0;0;2113375;S
732;0;3;1;11;0;0;187875;C
733;0;2;1;;0;0;0;S
734;0;2;1;23;0;0;13;S
735;0;2;1;23;0;0;13;S
736;0;3;1;285;0;0;161;S
737;0;3;2;48;1;3;34375;S
738;1;1;1;35;0;0;5123292;C
739;0;3;1;;0;0;78958;S
740;0;3;1;;0;0;78958;S
741;1;1;1;;0;0;30;S
742;0;1;1;36;1;0;7885;S
743;1;1;2;21;2;2;262375;C
744;0;3;1;24;1;0;161;S
745;1;3;1;31;0;0;7925;S
746;0;1;1;70;1;1;71;S
747;0;3;1;16;1;1;2025;S
748;1;2;2;30;0;0;13;S
749;0;1;1;19;1;0;531;S
750;0;3;1;31;0;0;775;Q
751;1;2;2;4;1;1;23;S
752;1;3;1;6;0;1;12475;S
753;0;3;1;33;0;0;95;S
754;0;3;1;23;0;0;78958;S
